date,time,receipt_no,sales,rendered,change,payment_type
2026-08-13,17:12:09,0027,10.00,10.00,0.00,Cash
2026-08-13,17:17:57,0028,3.00,3.00,0.00,PayLah
2026-08-13,18:07:45,0029,10.00,10.00,0.00,PayWave
2026-08-13,18:16:04,0030,6.00,10.00,4.00,Cash
2026-08-13,18:23:09,0031,6.50,6.50,0.00,PayWave
2026-08-13,18:24:53,0032,6.50,6.50,0.00,PayNow
2026-08-13,18:36:00,0033,5.50,5.50,0.00,PayLah
2026-08-13,18:46:24,0034,3.50,3.50,0.00,Cash
2026-08-13,18:48:07,0035,3.50,3.50,0.00,PayNow
2026-08-13,18:54:19,0036,5.00,5.00,0.00,Cash
2026-08-13,19:00:46,0037,4.00,4.00,0.00,Cash
2026-08-13,19:03:26,0038,4.50,4.50,0.00,PayNow
2026-08-14,06:40:24,0001,5.00,5.00,0.00,PayNow
2026-08-14,07:00:51,0002,8.00,8.00,0.00,PayNow
2026-08-14,07:44:04,0003,9.00,10.00,1.00,Cash
2026-08-14,08:16:08,0004,5.50,5.50,0.00,Cash
2026-08-14,08:22:20,0005,5.00,5.00,0.00,Cash
2026-08-14,09:31:12,0006,6.00,10.00,4.00,Cash
2026-08-14,09:55:51,0007,10.00,10.00,0.00,Cash
2026-08-14,10:05:37,0008,4.00,5.00,1.00,Cash
2026-08-14,10:35:38,0009,7.00,7.00,0.00,PayNow
2026-08-14,10:54:36,0010,5.00,5.00,0.00,PayWave
2026-08-14,11:02:10,0011,8.00,10.00,2.00,Cash
2026-08-14,14:07:52,0012,8.00,8.00,0.00,PayWave
2026-08-14,14:19:57,0013,7.00,7.00,0.00,PayWave
2026-08-14,14:59:26,0014,6.00,10.00,4.00,Cash
2026-08-14,15:12:13,0015,5.50,5.50,0.00,Cash
2026-08-14,15:33:23,0016,8.00,8.00,0.00,PayWave
2026-08-14,15:43:19,0017,6.00,6.00,0.00,Cash
2026-08-14,16:03:13,0018,6.50,6.50,0.00,PayWave
2026-08-14,16:43:27,0019,4.50,5.00,0.50,Cash
2026-08-14,16:57:44,0020,3.50,5.00,1.50,Cash
2026-08-14,16:59:39,0021,8.50,8.50,0.00,PayNow
2026-08-14,17:34:54,0022,7.00,10.00,3.00,Cash
2026-08-14,17:35:29,0023,4.00,4.00,0.00,PayNow
2026-08-14,17:36:42,0024,5.50,5.50,0.00,Cash
2026-08-14,17:42:00,0025,6.00,6.00,0.00,PayWave
2026-08-14,18:12:51,0026,7.00,7.00,0.00,PayWave
2026-08-14,18:20:50,0027,5.00,5.00,0.00,PayWave
2026-08-14,18:49:26,0028,8.00,8.00,0.00,PayWave
2026-08-14,18:55:30,0029,6.50,10.00,3.50,Cash
2026-08-14,19:12:52,0030,9.00,9.00,0.00,PayNow
2026-08-14,19:22:15,0031,6.00,10.00,4.00,Cash
2026-08-14,19:44:28,0032,3.00,3.00,0.00,PayWave
2026-08-15,06:08:42,0001,3.00,3.00,0.00,PayWave
2026-08-15,06:46:39,0002,4.50,4.50,0.00,PayNow
2026-08-15,06:50:13,0003,7.00,7.00,0.00,Cash
2026-08-15,07:29:08,0004,9.00,9.00,0.00,PayLah
2026-08-15,08:38:29,0005,3.00,3.00,0.00,PayWave
2026-08-15,08:50:02,0006,7.50,7.50,0.00,Cash
2026-08-15,09:16:36,0007,8.50,8.50,0.00,PayLah
2026-08-15,09:34:21,0008,5.50,10.00,4.50,Cash
2026-08-15,09:35:59,0009,4.00,5.00,1.00,Cash
2026-08-15,09:44:26,0010,6.00,6.00,0.00,PayNow
2026-08-15,10:09:54,0011,5.50,5.50,0.00,Cash
2026-08-15,11:33:59,0012,7.50,7.50,0.00,PayNow
2026-08-15,11:35:20,0013,5.50,5.50,0.00,PayWave
2026-08-15,11:39:33,0014,6.50,6.50,0.00,PayWave
2026-08-15,12:14:43,0015,3.00,3.00,0.00,PayLah
2026-08-15,12:30:28,0016,7.50,10.00,2.50,Cash
2026-08-15,12:32:19,0017,7.00,7.00,0.00,PayNow
2026-08-15,13:05:45,0018,7.00,7.00,0.00,PayLah
2026-08-15,13:09:12,0019,8.00,8.00,0.00,PayLah
2026-08-15,14:07:02,0020,3.00,5.00,2.00,Cash
2026-08-15,14:32:44,0021,4.00,4.00,0.00,PayNow
2026-08-15,15:20:58,0022,4.00,5.00,1.00,Cash
2026-08-15,15:39:01,0023,8.00,8.00,0.00,PayLah
2026-08-15,15:51:44,0024,7.00,7.00,0.00,PayWave
2026-08-15,16:07:45,0025,6.50,6.50,0.00,PayLah
2026-08-15,17:40:27,0026,6.00,6.00,0.00,Cash
2026-08-15,18:51:19,0027,5.50,5.50,0.00,Cash
2026-08-15,19:10:15,0028,7.00,7.00,0.00,Cash
2026-08-17,06:15:33,0001,6.00,10.00,4.00,Cash
2026-08-17,06:18:28,0002,6.50,6.50,0.00,PayLah
2026-08-17,06:52:12,0003,7.00,10.00,3.00,Cash
2026-08-17,07:15:08,0004,5.50,5.50,0.00,PayWave
2026-08-17,07:17:59,0005,4.50,4.50,0.00,PayLah
2026-08-17,07:20:56,0006,6.50,6.50,0.00,Cash
2026-08-17,07:38:20,0007,5.00,5.00,0.00,PayLah
2026-08-17,07:54:58,0008,5.00,5.00,0.00,Cash
2026-08-17,08:03:10,0009,7.00,7.00,0.00,PayNow
2026-08-17,08:38:08,0010,7.50,7.50,0.00,PayLah
2026-08-17,09:02:02,0011,4.50,4.50,0.00,PayWave
2026-08-17,09:06:53,0012,3.50,3.50,0.00,Cash
2026-08-17,09:12:30,0013,5.50,5.50,0.00,PayWave
2026-08-17,09:42:36,0014,5.50,5.50,0.00,Cash
2026-08-17,09:56:54,0015,4.50,5.00,0.50,Cash
2026-08-17,11:03:52,0016,5.00,5.00,0.00,Cash
2026-08-17,11:38:09,0017,3.50,5.00,1.50,Cash
2026-08-17,11:53:10,0018,6.00,6.00,0.00,PayLah
2026-08-17,11:55:08,0019,7.00,7.00,0.00,PayNow
2026-08-17,12:29:38,0020,4.00,4.00,0.00,PayNow
2026-08-17,12:38:27,0021,4.00,5.00,1.00,Cash
2026-08-17,13:31:05,0022,9.00,9.00,0.00,Cash
2026-08-17,13:44:20,0023,3.00,3.00,0.00,PayNow
2026-08-17,13:49:22,0024,7.00,7.00,0.00,PayNow
2026-08-17,14:03:31,0025,6.50,6.50,0.00,PayNow
2026-08-17,14:30:17,0026,9.00,9.00,0.00,PayWave
2026-08-17,14:39:01,0027,7.00,7.00,0.00,PayLah
2026-08-17,15:55:28,0028,4.50,4.50,0.00,PayLah
2026-08-17,16:02:43,0029,8.00,8.00,0.00,PayNow
2026-08-17,16:15:27,0030,5.50,10.00,4.50,Cash
2026-08-17,16:18:09,0031,6.00,6.00,0.00,PayNow
2026-08-17,16:52:29,0032,3.00,3.00,0.00,PayNow
2026-08-17,16:55:29,0033,3.00,5.00,2.00,Cash
2026-08-17,17:07:26,0034,6.00,6.00,0.00,PayNow
2026-08-17,17:52:15,0035,5.50,5.50,0.00,PayNow
2026-08-17,18:27:39,0036,4.50,5.00,0.50,Cash
2026-08-17,19:40:57,0037,4.50,5.00,0.50,Cash
2026-08-17,19:46:40,0038,7.00,7.00,0.00,Cash
2026-08-18,06:11:57,0001,6.50,6.50,0.00,PayWave
2026-08-18,06:20:29,0002,3.00,3.00,0.00,PayNow
2026-08-18,07:51:52,0003,6.00,6.00,0.00,PayNow
2026-08-18,07:56:26,0004,8.50,8.50,0.00,PayNow
2026-08-18,07:59:40,0005,4.00,4.00,0.00,PayNow
2026-08-18,08:07:25,0006,3.50,5.00,1.50,Cash
2026-08-18,08:23:11,0007,5.00,5.00,0.00,Cash
2026-08-18,08:26:17,0008,6.50,6.50,0.00,PayNow
2026-08-18,08:43:46,0009,3.00,3.00,0.00,Cash
2026-08-18,09:10:57,0010,4.00,5.00,1.00,Cash
2026-08-18,09:14:52,0011,7.50,10.00,2.50,Cash
2026-08-18,09:19:21,0012,9.00,9.00,0.00,Cash
2026-08-18,09:37:36,0013,3.50,3.50,0.00,PayLah
2026-08-18,09:43:12,0014,5.00,5.00,0.00,PayNow
2026-08-18,10:09:52,0015,5.00,5.00,0.00,PayWave
2026-08-18,11:04:36,0016,5.00,5.00,0.00,Cash
2026-08-18,11:17:21,0017,5.50,5.50,0.00,PayNow
2026-08-18,11:24:48,0018,8.50,10.00,1.50,Cash
2026-08-18,11:36:02,0019,7.00,7.00,0.00,PayNow
2026-08-18,11:59:37,0020,7.50,7.50,0.00,PayLah
2026-08-18,12:11:41,0021,6.00,6.00,0.00,Cash
2026-08-18,12:37:12,0022,8.00,8.00,0.00,Cash
2026-08-18,13:17:40,0023,4.50,5.00,0.50,Cash
2026-08-18,13:22:48,0024,7.00,7.00,0.00,PayWave
2026-08-18,13:23:23,0025,5.50,10.00,4.50,Cash
2026-08-18,13:28:06,0026,7.00,7.00,0.00,PayLah
2026-08-18,14:54:05,0027,5.00,5.00,0.00,PayNow
2026-08-18,15:09:36,0028,4.00,4.00,0.00,PayLah
2026-08-18,15:18:53,0029,5.00,5.00,0.00,PayNow
2026-08-18,15:21:13,0030,3.50,3.50,0.00,PayLah
2026-08-18,15:24:57,0031,6.50,10.00,3.50,Cash
2026-08-18,15:46:57,0032,5.00,5.00,0.00,PayLah
2026-08-18,16:01:58,0033,5.00,5.00,0.00,Cash
2026-08-18,16:14:13,0034,7.50,7.50,0.00,PayNow
2026-08-18,16:41:32,0035,7.00,7.00,0.00,PayWave
2026-08-18,17:29:04,0036,5.50,10.00,4.50,Cash
2026-08-18,17:30:15,0037,6.50,6.50,0.00,PayNow
2026-08-18,17:39:23,0038,6.00,6.00,0.00,PayLah
2026-08-18,17:57:46,0039,5.50,5.50,0.00,PayWave
2026-08-18,17:59:47,0040,6.00,6.00,0.00,PayNow
2026-08-18,18:35:57,0041,4.00,4.00,0.00,PayLah
2026-08-18,19:10:14,0042,5.50,10.00,4.50,Cash
2026-08-18,19:11:19,0043,8.00,8.00,0.00,PayWave
2026-08-18,19:39:07,0044,5.00,5.00,0.00,Cash
2026-08-19,06:14:04,0001,8.00,8.00,0.00,PayNow
2026-08-19,06:29:06,0002,4.00,4.00,0.00,PayNow
2026-08-19,06:30:30,0003,4.50,4.50,0.00,Cash
2026-08-19,06:33:16,0004,5.50,10.00,4.50,Cash
2026-08-19,06:59:42,0005,7.50,7.50,0.00,PayLah
2026-08-19,07:26:10,0006,6.00,6.00,0.00,PayNow
2026-08-19,07:33:26,0007,8.50,8.50,0.00,PayNow
2026-08-19,08:36:59,0008,5.00,5.00,0.00,PayNow
2026-08-19,09:18:04,0009,6.50,6.50,0.00,PayWave
2026-08-19,09:33:23,0010,6.50,6.50,0.00,PayNow
2026-08-19,09:49:50,0011,5.00,5.00,0.00,Cash
2026-08-19,11:10:16,0012,8.50,10.00,1.50,Cash
2026-08-19,11:36:01,0013,7.50,7.50,0.00,PayNow
2026-08-19,11:39:16,0014,4.00,4.00,0.00,PayNow
2026-08-19,12:30:55,0015,4.00,4.00,0.00,Cash
2026-08-19,13:10:19,0016,6.50,10.00,3.50,Cash
2026-08-19,13:34:38,0017,7.50,7.50,0.00,Cash
2026-08-19,15:20:19,0018,5.50,5.50,0.00,PayNow
2026-08-19,15:22:47,0019,4.00,4.00,0.00,PayLah
2026-08-19,16:00:02,0020,10.00,10.00,0.00,PayWave
2026-08-19,16:13:36,0021,4.00,4.00,0.00,PayNow
2026-08-19,16:32:48,0022,3.00,3.00,0.00,Cash
2026-08-19,16:42:59,0023,4.00,4.00,0.00,PayWave
2026-08-19,16:46:27,0024,8.50,10.00,1.50,Cash
2026-08-19,17:05:18,0025,3.50,3.50,0.00,Cash
2026-08-19,17:09:21,0026,3.50,3.50,0.00,Cash
2026-08-19,18:08:36,0027,5.00,5.00,0.00,Cash
2026-08-19,19:53:04,0028,5.00,5.00,0.00,PayNow
2026-08-20,06:03:29,0001,7.50,7.50,0.00,PayNow
2026-08-20,06:51:15,0002,6.50,6.50,0.00,PayWave
2026-08-20,07:09:43,0003,4.50,4.50,0.00,PayNow
2026-08-20,08:04:26,0004,3.50,3.50,0.00,Cash
2026-08-20,08:11:43,0005,7.00,7.00,0.00,PayNow
2026-08-20,08:18:57,0006,3.00,3.00,0.00,Cash
2026-08-20,08:48:33,0007,7.00,7.00,0.00,PayLah
2026-08-20,08:50:09,0008,5.50,10.00,4.50,Cash
2026-08-20,08:57:17,0009,6.00,6.00,0.00,PayNow
2026-08-20,09:18:15,0010,6.50,6.50,0.00,PayLah
2026-08-20,09:20:09,0011,3.00,5.00,2.00,Cash
2026-08-20,09:24:47,0012,7.00,7.00,0.00,PayNow
2026-08-20,09:37:36,0013,8.00,8.00,0.00,Cash
2026-08-20,10:16:44,0014,4.00,4.00,0.00,PayWave
2026-08-20,11:24:16,0015,7.00,7.00,0.00,PayLah
2026-08-20,11:37:51,0016,5.50,5.50,0.00,PayLah
2026-08-20,11:43:28,0017,5.00,5.00,0.00,Cash
2026-08-20,12:08:48,0018,9.00,9.00,0.00,Cash
2026-08-20,12:41:01,0019,8.00,10.00,2.00,Cash
2026-08-20,12:58:27,0020,8.00,8.00,0.00,PayNow
2026-08-20,13:19:57,0021,4.50,4.50,0.00,PayLah
2026-08-20,14:45:19,0022,6.50,10.00,3.50,Cash
2026-08-20,14:49:53,0023,7.00,10.00,3.00,Cash
2026-08-20,15:53:00,0024,6.00,6.00,0.00,Cash
2026-08-20,16:13:53,0025,7.00,10.00,3.00,Cash
2026-08-20,16:21:01,0026,7.00,10.00,3.00,Cash
2026-08-20,16:36:35,0027,7.50,7.50,0.00,PayWave
2026-08-20,17:08:47,0028,8.50,10.00,1.50,Cash
2026-08-20,17:12:41,0029,6.50,6.50,0.00,PayNow
2026-08-20,17:21:29,0030,4.00,4.00,0.00,Cash
2026-08-20,17:26:01,0031,8.00,10.00,2.00,Cash
2026-08-20,18:00:52,0032,7.00,7.00,0.00,PayNow
2026-08-20,18:08:04,0033,10.00,10.00,0.00,Cash
2026-08-20,18:24:31,0034,3.00,5.00,2.00,Cash
2026-08-20,18:42:41,0035,4.00,4.00,0.00,PayNow
2026-08-20,18:55:57,0036,4.50,5.00,0.50,Cash
2026-08-20,19:09:04,0037,3.50,3.50,0.00,PayLah
2026-08-20,19:28:42,0038,6.50,6.50,0.00,PayLah
2026-08-21,06:14:03,0001,5.50,5.50,0.00,PayNow
2026-08-21,07:10:48,0002,7.00,7.00,0.00,PayNow
2026-08-21,07:16:35,0003,6.00,6.00,0.00,PayNow
2026-08-21,07:45:35,0004,6.50,6.50,0.00,PayNow
2026-08-21,08:15:32,0005,3.00,5.00,2.00,Cash
2026-08-21,08:16:44,0006,7.00,7.00,0.00,PayNow
2026-08-21,08:20:16,0007,7.00,10.00,3.00,Cash
2026-08-21,09:02:29,0008,5.50,5.50,0.00,PayWave
2026-08-21,09:06:57,0009,6.50,6.50,0.00,PayLah
2026-08-21,10:12:32,0010,6.00,6.00,0.00,PayNow
2026-08-21,10:14:44,0011,7.00,7.00,0.00,PayNow
2026-08-21,10:24:22,0012,7.00,7.00,0.00,PayLah
2026-08-21,10:33:18,0013,5.00,5.00,0.00,Cash
2026-08-21,11:06:36,0014,3.50,3.50,0.00,Cash
2026-08-21,11:09:59,0015,6.50,6.50,0.00,PayNow
2026-08-21,11:15:59,0016,6.50,6.50,0.00,PayLah
2026-08-21,11:19:29,0017,4.50,4.50,0.00,Cash
2026-08-21,12:16:51,0018,4.50,4.50,0.00,PayWave
2026-08-21,13:00:22,0019,6.50,6.50,0.00,PayLah
2026-08-21,13:09:22,0020,5.00,5.00,0.00,PayNow
2026-08-21,13:13:48,0021,9.00,10.00,1.00,Cash
2026-08-21,13:52:24,0022,5.50,5.50,0.00,Cash
2026-08-21,14:47:46,0023,9.00,9.00,0.00,PayLah
2026-08-21,15:06:39,0024,10.00,10.00,0.00,Cash
2026-08-21,15:23:50,0025,7.50,10.00,2.50,Cash
2026-08-21,15:35:18,0026,3.50,3.50,0.00,PayLah
2026-08-21,15:36:30,0027,4.00,4.00,0.00,Cash
2026-08-21,16:00:10,0028,4.00,4.00,0.00,Cash
2026-08-21,16:23:37,0029,4.50,5.00,0.50,Cash
2026-08-21,16:41:23,0030,7.50,7.50,0.00,PayLah
2026-08-21,17:05:19,0031,6.00,10.00,4.00,Cash
2026-08-21,17:08:39,0032,6.50,6.50,0.00,PayNow
2026-08-21,17:09:27,0033,6.50,10.00,3.50,Cash
2026-08-21,17:20:35,0034,4.50,5.00,0.50,Cash
2026-08-21,18:02:44,0035,6.50,6.50,0.00,PayNow
2026-08-21,18:35:46,0036,3.00,3.00,0.00,Cash
2026-08-21,18:43:04,0037,9.00,10.00,1.00,Cash
2026-08-21,19:09:15,0038,8.00,8.00,0.00,Cash
2026-08-22,06:22:38,0001,6.00,6.00,0.00,Cash
2026-08-22,06:34:12,0002,8.00,10.00,2.00,Cash
2026-08-22,06:39:21,0003,4.50,4.50,0.00,Cash
2026-08-22,07:15:10,0004,5.50,5.50,0.00,PayLah
2026-08-22,07:20:35,0005,6.00,6.00,0.00,PayLah
2026-08-22,07:37:43,0006,6.50,6.50,0.00,PayLah
2026-08-22,07:52:55,0007,8.00,10.00,2.00,Cash
2026-08-22,07:53:01,0008,9.00,9.00,0.00,PayNow
2026-08-22,08:57:23,0009,6.00,6.00,0.00,PayNow
2026-08-22,09:03:01,0010,8.00,8.00,0.00,PayNow
2026-08-22,09:28:30,0011,8.00,8.00,0.00,Cash
2026-08-22,09:52:18,0012,3.50,5.00,1.50,Cash
2026-08-22,10:00:30,0013,6.50,6.50,0.00,PayLah
2026-08-22,10:21:11,0014,5.00,5.00,0.00,Cash
2026-08-22,10:44:46,0015,10.00,10.00,0.00,Cash
2026-08-22,11:25:00,0016,3.00,5.00,2.00,Cash
2026-08-22,11:27:42,0017,4.50,4.50,0.00,Cash
2026-08-22,11:58:13,0018,9.00,10.00,1.00,Cash
2026-08-22,12:16:36,0019,10.00,10.00,0.00,PayNow
2026-08-22,12:31:05,0020,7.50,7.50,0.00,PayNow
2026-08-22,13:22:28,0021,8.00,8.00,0.00,PayNow
2026-08-22,13:38:39,0022,8.00,10.00,2.00,Cash
2026-08-22,13:47:17,0023,7.00,7.00,0.00,PayNow
2026-08-22,14:02:23,0024,4.50,4.50,0.00,PayLah
2026-08-22,14:14:21,0025,5.00,5.00,0.00,PayLah
2026-08-22,14:17:06,0026,7.00,7.00,0.00,PayNow
2026-08-22,14:19:49,0027,6.00,10.00,4.00,Cash
2026-08-22,14:36:04,0028,6.00,10.00,4.00,Cash
2026-08-22,14:57:22,0029,10.00,10.00,0.00,PayNow
2026-08-22,15:08:54,0030,4.00,5.00,1.00,Cash
2026-08-22,15:38:31,0031,6.00,6.00,0.00,Cash
2026-08-22,16:03:14,0032,7.00,10.00,3.00,Cash
2026-08-22,16:21:54,0033,4.00,4.00,0.00,Cash
2026-08-22,16:59:35,0034,7.50,7.50,0.00,Cash
2026-08-22,17:27:38,0035,7.00,7.00,0.00,PayNow
2026-08-22,17:29:32,0036,3.50,3.50,0.00,PayWave
2026-08-22,17:42:03,0037,8.50,8.50,0.00,PayNow
2026-08-22,17:55:48,0038,4.50,4.50,0.00,PayWave
2026-08-22,18:01:25,0039,5.50,5.50,0.00,PayNow
2026-08-22,18:10:47,0040,3.00,3.00,0.00,PayNow
2026-08-22,18:11:23,0041,4.00,5.00,1.00,Cash
2026-08-22,18:19:31,0042,7.50,7.50,0.00,PayLah
2026-08-22,18:20:49,0043,7.00,10.00,3.00,Cash
2026-08-22,18:52:06,0044,9.00,9.00,0.00,PayWave
2026-08-22,19:01:34,0045,5.00,5.00,0.00,Cash
2026-08-22,19:03:31,0046,8.00,8.00,0.00,PayWave
2026-08-22,19:19:10,0047,5.00,5.00,0.00,PayNow
2026-08-22,19:39:42,0048,7.00,7.00,0.00,Cash
2026-08-22,19:50:04,0049,4.50,4.50,0.00,PayWave
2026-08-24,06:49:03,0001,4.50,4.50,0.00,PayLah
2026-08-24,07:02:25,0002,6.50,6.50,0.00,Cash
2026-08-24,07:31:50,0003,4.50,4.50,0.00,Cash
2026-08-24,07:41:03,0004,9.00,10.00,1.00,Cash
2026-08-24,07:51:48,0005,5.00,5.00,0.00,PayNow
2026-08-24,08:33:33,0006,5.00,5.00,0.00,PayLah
2026-08-24,09:16:00,0007,7.00,10.00,3.00,Cash
2026-08-24,09:26:50,0008,8.00,8.00,0.00,PayLah
2026-08-24,09:34:14,0009,7.00,7.00,0.00,PayNow
2026-08-24,10:55:36,0010,3.50,5.00,1.50,Cash
2026-08-24,11:21:14,0011,5.50,5.50,0.00,PayLah
2026-08-24,11:41:28,0012,9.00,9.00,0.00,PayWave
2026-08-24,11:47:32,0013,4.50,4.50,0.00,PayLah
2026-08-24,12:22:42,0014,5.50,10.00,4.50,Cash
2026-08-24,12:40:02,0015,4.50,4.50,0.00,Cash
2026-08-24,12:44:50,0016,6.50,6.50,0.00,PayNow
2026-08-24,13:06:09,0017,3.50,3.50,0.00,Cash
2026-08-24,13:30:20,0018,4.00,5.00,1.00,Cash
2026-08-24,13:47:22,0019,3.50,3.50,0.00,PayWave
2026-08-24,14:00:35,0020,6.00,6.00,0.00,PayNow
2026-08-24,14:03:31,0021,4.00,4.00,0.00,Cash
2026-08-24,14:21:54,0022,7.00,7.00,0.00,PayLah
2026-08-24,14:24:41,0023,5.00,5.00,0.00,Cash
2026-08-24,14:51:05,0024,3.50,3.50,0.00,PayNow
2026-08-24,15:36:15,0025,5.00,5.00,0.00,PayWave
2026-08-24,15:55:17,0026,5.50,10.00,4.50,Cash
2026-08-24,16:50:18,0027,5.50,5.50,0.00,PayWave
2026-08-24,16:57:12,0028,4.50,5.00,0.50,Cash
2026-08-24,17:06:34,0029,3.00,3.00,0.00,PayWave
2026-08-24,17:37:23,0030,6.50,6.50,0.00,PayNow
2026-08-24,18:24:03,0031,8.00,8.00,0.00,Cash
2026-08-24,18:38:15,0032,6.50,10.00,3.50,Cash
2026-08-24,18:59:52,0033,3.50,5.00,1.50,Cash
2026-08-24,19:17:37,0034,7.50,7.50,0.00,PayLah
2026-08-24,19:34:46,0035,8.00,8.00,0.00,PayNow
2026-08-25,06:13:22,0001,3.00,3.00,0.00,PayLah
2026-08-25,06:48:17,0002,8.00,8.00,0.00,PayLah
2026-08-25,07:23:13,0003,8.50,8.50,0.00,Cash
2026-08-25,07:28:44,0004,7.00,7.00,0.00,PayLah
2026-08-25,07:47:07,0005,7.00,7.00,0.00,PayNow
2026-08-25,08:16:46,0006,9.00,9.00,0.00,PayLah
2026-08-25,09:37:08,0007,6.00,6.00,0.00,PayNow
2026-08-25,09:41:24,0008,6.00,10.00,4.00,Cash
2026-08-25,09:44:16,0009,8.00,8.00,0.00,Cash
2026-08-25,10:00:06,0010,3.00,3.00,0.00,Cash
2026-08-25,10:11:54,0011,9.00,9.00,0.00,PayNow
2026-08-25,10:29:55,0012,8.00,8.00,0.00,PayWave
2026-08-25,10:42:16,0013,8.00,8.00,0.00,PayNow
2026-08-25,11:11:33,0014,6.50,6.50,0.00,Cash
2026-08-25,12:07:09,0015,5.00,5.00,0.00,PayLah
2026-08-25,12:33:25,0016,4.00,4.00,0.00,PayLah
2026-08-25,13:09:03,0017,8.00,8.00,0.00,PayNow
2026-08-25,13:12:41,0018,6.50,6.50,0.00,PayLah
2026-08-25,13:15:16,0019,9.00,9.00,0.00,Cash
2026-08-25,13:16:59,0020,4.50,4.50,0.00,PayNow
2026-08-25,13:31:32,0021,7.00,7.00,0.00,PayNow
2026-08-25,13:46:10,0022,5.50,5.50,0.00,PayLah
2026-08-25,13:54:09,0023,7.00,7.00,0.00,PayNow
2026-08-25,14:22:46,0024,4.50,4.50,0.00,PayLah
2026-08-25,14:44:10,0025,3.00,3.00,0.00,PayNow
2026-08-25,14:46:35,0026,4.00,5.00,1.00,Cash
2026-08-25,15:18:38,0027,9.00,9.00,0.00,PayNow
2026-08-25,16:08:00,0028,6.00,10.00,4.00,Cash
2026-08-25,16:13:03,0029,7.50,7.50,0.00,PayNow
2026-08-25,16:30:08,0030,3.00,3.00,0.00,PayNow
2026-08-25,17:22:51,0031,3.50,3.50,0.00,Cash
2026-08-25,17:25:57,0032,5.50,5.50,0.00,PayNow
2026-08-25,18:01:03,0033,3.50,3.50,0.00,Cash
2026-08-25,18:08:21,0034,5.00,5.00,0.00,PayNow
2026-08-25,18:11:08,0035,4.50,4.50,0.00,Cash
2026-08-25,18:53:10,0036,4.00,4.00,0.00,PayLah
2026-08-25,19:22:53,0037,5.00,5.00,0.00,Cash
2026-08-25,19:55:29,0038,3.50,3.50,0.00,PayWave
2026-08-26,06:27:17,0001,6.00,6.00,0.00,PayWave
2026-08-26,06:33:35,0002,4.50,4.50,0.00,Cash
2026-08-26,07:26:09,0003,5.50,5.50,0.00,PayLah
2026-08-26,07:32:16,0004,9.00,9.00,0.00,PayWave
2026-08-26,07:47:12,0005,5.50,5.50,0.00,PayNow
2026-08-26,07:56:43,0006,8.00,8.00,0.00,PayLah
2026-08-26,08:30:36,0007,3.50,3.50,0.00,PayNow
2026-08-26,09:15:37,0008,7.00,7.00,0.00,PayLah
2026-08-26,09:55:03,0009,5.50,5.50,0.00,Cash
2026-08-26,10:54:15,0010,4.50,4.50,0.00,PayNow
2026-08-26,11:15:10,0011,5.00,5.00,0.00,Cash
2026-08-26,11:17:50,0012,4.50,4.50,0.00,PayLah
2026-08-26,11:36:44,0013,7.00,7.00,0.00,PayNow
2026-08-26,11:41:53,0014,6.50,6.50,0.00,PayNow
2026-08-26,11:56:22,0015,3.00,3.00,0.00,PayNow
2026-08-26,14:06:21,0016,8.00,8.00,0.00,PayNow
2026-08-26,14:16:08,0017,7.00,7.00,0.00,PayLah
2026-08-26,14:18:34,0018,4.00,4.00,0.00,PayNow
2026-08-26,14:23:53,0019,9.00,10.00,1.00,Cash
2026-08-26,14:31:03,0020,9.00,9.00,0.00,PayNow
2026-08-26,15:14:09,0021,5.00,5.00,0.00,PayNow
2026-08-26,16:07:28,0022,4.50,4.50,0.00,Cash
2026-08-26,16:15:00,0023,3.00,3.00,0.00,Cash
2026-08-26,17:36:47,0024,6.00,6.00,0.00,PayWave
2026-08-26,17:56:14,0025,8.00,8.00,0.00,PayWave
2026-08-26,17:59:55,0026,8.00,8.00,0.00,Cash
2026-08-26,18:00:49,0027,5.50,10.00,4.50,Cash
2026-08-26,18:01:05,0028,6.00,10.00,4.00,Cash
2026-08-27,06:12:23,0001,4.00,4.00,0.00,PayWave
2026-08-27,06:23:53,0002,5.50,5.50,0.00,PayNow
2026-08-27,06:45:26,0003,10.00,10.00,0.00,PayNow
2026-08-27,07:19:10,0004,8.00,8.00,0.00,PayWave
2026-08-27,07:25:21,0005,5.00,5.00,0.00,PayWave
2026-08-27,07:54:05,0006,3.50,5.00,1.50,Cash
2026-08-27,08:02:07,0007,4.50,4.50,0.00,PayWave
2026-08-27,08:34:23,0008,3.00,3.00,0.00,PayNow
2026-08-27,08:55:48,0009,5.00,5.00,0.00,PayNow
2026-08-27,09:11:03,0010,6.50,10.00,3.50,Cash
2026-08-27,10:11:19,0011,8.00,8.00,0.00,Cash
2026-08-27,11:31:05,0012,6.00,6.00,0.00,PayWave
2026-08-27,11:37:17,0013,4.50,4.50,0.00,Cash
2026-08-27,11:38:30,0014,6.50,6.50,0.00,PayLah
2026-08-27,11:49:22,0015,5.00,5.00,0.00,PayWave
2026-08-27,13:16:48,0016,9.00,9.00,0.00,PayWave
2026-08-27,13:26:33,0017,7.00,7.00,0.00,PayWave
2026-08-27,13:37:10,0018,4.00,4.00,0.00,PayNow
2026-08-27,13:41:03,0019,7.00,7.00,0.00,PayNow
2026-08-27,13:44:13,0020,5.00,5.00,0.00,Cash
